03010302,030103,Cyanya
03010303,030103,Kigarama
03010304,030103,Munanira
03010305,030103,Musasa
03010306,030103,Ngoma
03010401,030104,Gasharu
03010402,030104,Gitega
03010403,030104,Kanunga
03010404,030104,Kirambo
03010405,030104,Munanira
03010406,030104,Nyamiringa
03010407,030104,Ruhinga
03010408,030104,Rwariro
03010501,030105,Kagabiro
03010502,030105,Murangara
03010503,030105,Nyagatovu
03010504,030105,Ryaruhanga
03010601,030106,Mubuga
03010602,030106,Muhororo
03010603,030106,Nkoto
03010604,030106,Nyarunyinya
03010605,030106,Shyembe
03010701,030107,Bukiro
03010702,030107,Kabaya
03010703,030107,Kamina
03010704,030107,Kareba
03010705,030107,Nyamushishi
03010706,030107,Nzaratsi
03010801,030108,Byogo
03010802,030108,Gasharu
03010803,030108,Gisayura
03010804,030108,Kanyege
03010805,030108,Kinyonzwe
03010806,030108,Murengezo
03010807,030108,Rwufi
03010901,030109,Bubazi
03010902,030109,Gacaca
03010903,030109,Gisanze
03010904,030109,Gitwa
03010905,030109,Kibirizi
03010906,030109,Mataba
03010907,030109,Nyarugenge
03010908,030109,Ruragwe
03011001,030110,Gisiza
03011002,030110,Gitega
03011003,030110,Gitovu
03011004,030110,Kabuga
03011005,030110,Mubuga
03011006,030110,Mucyimba
03011007,030110,Rufungo
03011008,030110,Rwungo
03011009,030110,Tyazo
03011101,030111,Biguhu
03011102,030111,Kabingo
03011103,030111,Kinyovu
03011104,030111,Kivumu
03011105,030111,Nyabikeri
03011106,030111,Nyamugwagwa
03011107,030111,Rubona
03011108,030111,Rugobagoba
03011201,030112,Bigugu
03011202,030112,Bisesero
03011203,030112,Gasata
03011204,030112,Munini
03011205,030112,Nyakamira
03011206,030112,Nyarusanga
03011207,030112,Rubazo
03011208,030112,Rubumba
03011301,030113,Bihumbe
03011302,030113,Gakuta
03011303,030113,Gisovu
03011304,030113,Gitabura
03011305,030113,Kavumu
03011306,030113,Murehe
03011307,030113,Rutabi
03020101,030201,Bushaka
03020102,030201,Kabihogo
03020103,030201,Nkira
03020104,030201,Remera
03020201,030202,Bugina
03020202,030202,Congo-nil
03020203,030202,Mataba
03020204,030202,Murambi
03020205,030202,Ruhingo
03020206,030202,Shyembe
03020207,030202,Teba
03020301,030203,Buhindure
03020302,030203,Nkora
03020303,030203,Nyagahinika
03020304,030203,Rukaragata
03020401,030204,Bunyoni
03020402,030204,Bunyunju
03020403,030204,Kabere
03020404,030204,Kabujenje
03020405,030204,Karambi
03020406,030204,Nganzo
03020501,030205,Haniro
03020502,030205,Muyira
03020503,030205,Tangabo
03020601,030206,Kabuga
03020602,030206,Kagano
03020603,030206,Kageyo
03020604,030206,Kagusa
03020605,030206,Karambo
03020606,030206,Mwendo
03020701,030207,Kirwa
03020702,030207,Mburamazi
03020703,030207,Rugeyo
03020704,030207,Twabugezi
03020801,030208,Gabiro
03020802,030208,Gisiza
03020803,030208,Murambi
03020804,030208,Nyarubuye
03020901,030209,Biruyi
03020902,030209,Kaguriro
03020903,030209,Magaba
03020904,030209,Rurara
03021001,030210,Bumba
03021002,030210,Cyarusera
03021003,030210,Gitwa
03021004,030210,Mageragere
03021005,030210,Sure
03021101,030211,Busuku
03021102,030211,Cyivugiza
03021103,030211,Mubuga
03021104,030211,Ngoma
03021105,030211,Terimbere
03021201,030212,Gatare
03021202,030212,Gihira
03021203,030212,Kavumu
03021204,030212,Nyakarera
03021205,030212,Rugasa
03021206,030212,Rundoyi
03021301,030213,Kabona
03021302,030213,Mberi
03021303,030213,Remera
03021304,030213,Ruronde
03030101,030301,Buringo
03030102,030301,Butaka
03030103,030301,Hehu
03030104,030301,Kabumba
03030105,030301,Mutovu
03030106,030301,Nsherima
03030107,030301,Rusiza
03030201,030302,Gacurabwenge
03030202,030302,Gasiza
03030203,030302,Gihonga
03030204,030302,Kageshi
03030205,030302,Makoro
03030206,030302,Nyacyonga
03030207,030302,Rusura
03030301,030303,Busigari
03030302,030303,Cyanzarwe
03030303,030303,Gora
03030304,030303,Kinyanzovu
03030305,030303,Makurizo
03030306,030303,Rwangara
03030307,030303,Rwanzekuma
03030308,030303,Ryabizige
03030401,030304,Amahoro
03030402,030304,Bugoyi
03030403,030304,Kivumu
03030404,030304,Mbugangari
03030405,030304,Nengo
03030406,030304,Rubavu
03030407,030304,Umuganda
03030501,030305,Kamuhoza
03030502,030305,Karambo
03030503,030305,Mahoko
03030504,030305,Musabike
03030505,030305,Nkomane
03030506,030305,Rusongati
03030507,030305,Yungwe
03030601,030306,Kanyirabigogo
03030602,030306,Kirerema
03030603,030306,Muramba
03030604,030306,Nyamikongi
03030605,030306,Nyamirango
03030606,030306,Nyaruteme
03030701,030307,Bihungwe
03030702,030307,Kanyundo
03030703,030307,Micinyiro
03030704,030307,Mirindi
03030705,030307,Ndoranyi
03030706,030307,Rungu
03030707,030307,Rwanyakayaga
03030801,030308,Bisizi
03030802,030308,Gikombe
03030803,030308,Kanyefurwe
03030804,030308,Nyarushyamba
03030901,030309,Burushya
03030902,030309,Busoro
03030903,030309,Kinigi
03030904,030309,Kiraga
03030905,030309,Munanira
03030906,030309,Rubona
03031001,030310,Bahimba
03031002,030310,Gatovu
03031003,030310,Kavomo
03031004,030310,Kigarama
03031005,030310,Mukondo
03031006,030310,Nyundo
03031007,030310,Terimbere
03031101,030311,Buhaza
03031102,030311,Burinda
03031103,030311,Byahi
03031104,030311,Gikombe
03031105,030311,Murambi
03031106,030311,Murara
03031107,030311,Rukoko
03031201,030312,Basa
03031202,030312,Gisa
03031203,030312,Kabilizi
03031204,030312,Muhira
03031205,030312,Rugerero
03031206,030312,Rushubi
03031207,030312,Rwaza
03040101,030401,Arusha
03040102,030401,Basumba
03040103,030401,Kijote
03040104,030401,Kora
03040105,030401,Muhe
03040106,030401,Rega
03040201,030402,Bukinanyana
03040202,030402,Gasizi
03040203,030402,Kabatezi
03040204,030402,Kareba
03040205,030402,Nyirakigugu
03040206,030402,Rega
03040301,030403,Gasiza
03040302,030403,Gasura
03040303,030403,Gisizi
03040304,030403,Guriro
03040305,030403,Kavumu
03040306,030403,Nyamitanzi
03040401,030404,Batikoti
03040402,030404,Cyamvumba
03040403,030404,Gihorwe
03040404,030404,Myuga
03040405,030404,Ngando
03040406,030404,Rugarama
03040501,030405,Busoro
03040502,030405,Cyamabuye
03040503,030405,Gatagara
03040504,030405,Gihirwa
03040505,030405,Kadahenda
03040506,030405,Karengera
03040601,030406,Gatovu
03040602,030406,Kintobo
03040603,030406,Nyagisozi
03040604,030406,Nyamugari
03040605,030406,Rukondo
03040606,030406,Ryinyo
03040701,030407,Gasizi
03040702,030407,Jaba
03040703,030407,Kanyove
03040704,030407,Rubaya
03040705,030407,Rugeshi
03040706,030407,Rukoma
03040707,030407,Rurengeri
03040801,030408,Gisizi
03040802,030408,Mulinga
03040803,030408,Mwiyanike
03040804,030408,Nkomane
03040805,030408,Nyamasheke
03040806,030408,Rwantobo
03040901,030409,Birembo
03040902,030409,Guriro
03040903,030409,Kibisabo
03040904,030409,Mutaho
03040905,030409,Nyundo
03040906,030409,Rugamba
03041001,030410,Gakoro
03041002,030410,Marangara
03041003,030410,Nyagahondo
03041004,030410,Nyarutembe
03041005,030410,Rurembo
03041006,030410,Tyazo
03041101,030411,Gahondo
03041102,030411,Gitega
03041103,030411,Kirimbogo
03041104,030411,Murambi
03041105,030411,Mwana
03041106,030411,Rwaza
03041201,030412,Cyimanzovu
03041202,030412,Kanyamitana
03041203,030412,Kintarure
03041204,030412,Mpinga
03041205,030412,Mutanda
03041206,030412,Shaki
03050101,030501,Bungwe
03050102,030501,Cyahafi
03050103,030501,Gashubi
03050104,030501,Kabarondo
03050105,030501,Ruhindage
03050201,030502,Cyome
03050202,030502,Gatsibo
03050203,030502,Kamasiga
03050204,030502,Karambo
03050205,030502,Ruhanga
03050206,030502,Rusumo
03050301,030503,Gatare
03050302,030503,Gatega
03050303,030503,Kajinge
03050304,030503,Marantima
03050305,030503,Rugendabari
03050306,030503,Runyinya
03050401,030504,Busunzu
03050402,030504,Gaseke
03050403,030504,Kabaya
03050404,030504,Mwendo
03050405,030504,Ngoma
03050406,030504,Nyenyeri
03050501,030505,Kageshi
03050502,030505,Kirwa
03050503,030505,Mukore
03050504,030505,Muramba
03050505,030505,Nyamata
03050506,030505,Rwamamara
03050601,030506,Birembo
03050602,030506,Gitwa
03050603,030506,Murinzi
03050604,030506,Nyamugeyo
03050605,030506,Rugeshi
03050606,030506,Tetero
03050701,030507,Binana
03050702,030507,Gitega
03050703,030507,Matare
03050704,030507,Rutare
03050705,030507,Rwamiko
03050801,030508,Bugarura
03050802,030508,Gasiza
03050803,030508,Mashya
03050804,030508,Nganzo
03050805,030508,Ngoma
03050806,030508,Rutagara
03050901,030509,Bweramana
03050902,030509,Mubuga
03050903,030509,Myiha
03050904,030509,Rugogwe
03050905,030509,Rusororo
03050906,030509,Sanza
03051001,030510,Bijyojyo
03051002,030510,Bitabage
03051003,030510,Kabageshi
03051004,030510,Kibanda
03051005,030510,Kinyovi
03051101,030511,Kaseke
03051102,030511,Kazabe
03051103,030511,Mugano
03051104,030511,Nyange
03051105,030511,Rususa
03051106,030511,Torero
03051201,030512,Bambiro
03051202,030512,Gaseke
03051203,030512,Nsibo
03051204,030512,Vuganyana
03051301,030513,Birembo
03051302,030513,Kagano
03051303,030513,Kanyana
